class_Id,weenie_name,weenie_type,property_type,icon_type,icon_decimal,icon_hex
122,Soft Leather Gloves,2,8,MainIcon,100667319,0FB7
124,Jerkin,2,8,MainIcon,100667351,0FD7
125,Kimono Top,2,8,MainIcon,100667373,0FED
126,Leggings,2,8,MainIcon,100667368,0FE8
127,Pants,2,8,MainIcon,100667370,0FEA
128,Qafiya,2,8,MainIcon,100667944,1228
129,Sandals,2,8,MainIcon,100667324,0FBC
130,Shirt,2,8,MainIcon,100667376,0FF0
132,Shoes,2,8,MainIcon,100667325,0FBD
133,Slippers,2,8,MainIcon,100667325,0FBD
134,Tunic,2,8,MainIcon,100667376,0FF0
135,Turban,2,8,MainIcon,100667306,0FAA
136,Pack,21,8,MainIcon,100670383,1BAF
137,Basket,21,8,MainIcon,100667441,1031
138,Belt Pouch,21,8,MainIcon,100667409,1011
139,Small Belt Pouch,21,8,MainIcon,100667408,1010
140,Bottle,1,8,MainIcon,100667410,1012
141,Bowl,4,8,MainIcon,100668612,14C4
142,Chalice,1,8,MainIcon,100668552,1488
143,Chest,20,8,MainIcon,100667426,1022
144,Cistern,1,8,MainIcon,100667466,104A
145,Coffer,20,8,MainIcon,100667416,1018
146,Coffin,20,8,MainIcon,100667426,1022
147,Crate,1,8,MainIcon,100668152,12F8
148,Cup,1,8,MainIcon,100668642,14E2
149,Ewer,1,8,MainIcon,100668732,153C
150,Flagon,1,8,MainIcon,100668772,1564
151,Empty Flask,44,8,MainIcon,100670631,1CA7
152,Font,26,8,MainIcon,100668104,12C8
153,Fountain,26,8,MainIcon,100668104,12C8
154,Goblet,1,8,MainIcon,100668672,1500
155,Jar,1,8,MainIcon,100668106,12CA
156,Jug,1,8,MainIcon,100668153,12F9
157,Keg,1,8,MainIcon,100667431,1027
158,Large Urn,1,8,MainIcon,100668109,12CD
159,Large Vase,1,8,MainIcon,100667440,1030
160,Mead Cask,1,8,MainIcon,100667442,1032
161,Mug,1,8,MainIcon,100668712,1528
162,Oil Cask,1,8,MainIcon,100667442,1032
163,Ornamental Bowl,1,8,MainIcon,100668612,14C4
164,Phial,1,8,MainIcon,100668155,12FB
165,Pool,26,8,MainIcon,100668107,12CB
166,Sack,21,8,MainIcon,100667436,102C
167,Sarcophagus,20,8,MainIcon,100668103,12C7
168,Tankard,1,8,MainIcon,100668762,155A
169,Urn,1,8,MainIcon,100667440,1030
170,Vase,1,8,MainIcon,100668109,12CD
171,Vat,26,8,MainIcon,100668110,12CE
172,Washbasin,1,8,MainIcon,100668105,12C9
173,Barrel,1,8,MainIcon,100667442,1032
174,Well,26,8,MainIcon,100667466,104A
175,Wineskin,44,8,MainIcon,100668541,147D
176,Wine Cask,1,8,MainIcon,100667442,1032
177,Spiny Armoredillo,10,8,MainIcon,100667935,121F
178,Brown Armoredillo,10,8,MainIcon,100667935,121F
179,Spikey Armoredillo,10,8,MainIcon,100667935,121F
180,Sandy Armoredillo,10,8,MainIcon,100667935,121F
181,Auroch Cow,15,8,MainIcon,100667936,1220
182,Auroch Yearling,15,8,MainIcon,100667936,1220
183,Banderling Raver,10,8,MainIcon,100667453,103D
184,Banderling Captain,10,8,MainIcon,100667453,103D
185,Bandit,10,8,MainIcon,100667446,1036
187,Bandit Lord,10,8,MainIcon,100667446,1036
188,Bandit Mage,10,8,MainIcon,100667446,1036
189,Cultist High Priest,10,8,MainIcon,100667446,1036
190,Cultist Cohort,10,8,MainIcon,100667446,1036
191,Cultist Priest,10,8,MainIcon,100667446,1036
192,Drudge Prowler,10,8,MainIcon,100667445,1035
193,Drudge Slinker,10,8,MainIcon,100667445,1035
194,Copper Golem,10,8,MainIcon,100667940,1224
195,Granite Golem,10,8,MainIcon,100667940,1224
196,Ice Golem,10,8,MainIcon,100667940,1224
197,Iron Golem,10,8,MainIcon,100667940,1224
198,Limestone Golem,10,8,MainIcon,100667940,1224
199,Magma Golem,10,8,MainIcon,100667940,1224
200,Mud Golem,10,8,MainIcon,100667940,1224
201,Obsidian Golem,10,8,MainIcon,100667940,1224
202,Sandstone Golem,10,8,MainIcon,100667940,1224
203,Gromnie Hatchling,10,8,MainIcon,100667938,1222
204,Lich,10,8,MainIcon,100667942,1226
205,Obeloth Lugian,10,8,MainIcon,100667447,1037
206,Lithos Lugian,10,8,MainIcon,100667447,1037
208,Mite Matron,10,8,MainIcon,100667448,1038
209,Mite Squib,10,8,MainIcon,100667448,1038
210,Mosswart Chief,10,8,MainIcon,100667449,1039
211,Mudlurk Mosswart,10,8,MainIcon,100667449,1039
212,Olthoi Noble,10,8,MainIcon,100667623,10E7
213,Olthoi Nymph,10,8,MainIcon,100667623,10E7
214,Olthoi Soldier,10,8,MainIcon,100667623,10E7
215,Blue Phyntos Wasp,10,8,MainIcon,100667450,103A
216,Green Phyntos Wasp,10,8,MainIcon,100667450,103A
217,Gold Phyntos Wasp,10,8,MainIcon,100667450,103A
218,Black Rat,10,8,MainIcon,100667451,103B
219,Grey Rat,10,8,MainIcon,100667451,103B
220,Brown Rat,10,8,MainIcon,100667451,103B
221,Adult Reedshark,10,8,MainIcon,100667939,1223
222,Veteran Reedshark,10,8,MainIcon,100667939,1223
223,Reedshark Pup,10,8,MainIcon,100667939,1223
224,Rogue,10,8,MainIcon,100667446,1036
225,Rogue Mage,10,8,MainIcon,100667446,1036
226,High Tumerok,10,8,MainIcon,100667452,103C
227,Tumerok Gladiator,10,8,MainIcon,100667452,103C
228,Tumerok High Priest,10,8,MainIcon,100667452,103C
229,Tumerok Officer,10,8,MainIcon,100667452,103C
230,Tumerok Taskmaster,10,8,MainIcon,100667452,103C
231,Tumerok Priest,10,8,MainIcon,100667452,103C
232,Tumerok Scout,10,8,MainIcon,100667452,103C
233,Tumerok Warrior,10,8,MainIcon,100667452,103C
234,Tumerok Worker,10,8,MainIcon,100667452,103C
235,Goldenback Tusker,10,8,MainIcon,100667443,1033
236,Female Tusker,10,8,MainIcon,100667443,1033
237,Virindi Master,10,8,MainIcon,100667943,1227
238,Virindi Puppet,10,8,MainIcon,100667943,1227
239,Brazier,1,8,MainIcon,100668112,12D0
240,Candelabra,1,8,MainIcon,100668113,12D1
241,Chandelier,1,8,MainIcon,100672222,22DE
243,Dinner Plate,1,8,MainIcon,100668742,1546
244,Wood,1,8,MainIcon,100672428,23AC
245,The Great Machine,17,8,MainIcon,100667624,10E8
246,Hearth,1,8,MainIcon,100672429,23AD
247,Outcast,1,8,MainIcon,100672343,2357
248,Olthoi Enslavement,1,8,MainIcon,100672344,2358
249,Into the Unknown,1,8,MainIcon,100672345,2359
250,The Studious Mind,1,8,MainIcon,100672346,235A
251,Platter,1,8,MainIcon,100668119,12D7
252,Stone Portal Frame,1,8,MainIcon,100667499,106B
253,Stool,1,8,MainIcon,100671819,214B
254,Stoup,1,8,MainIcon,100668772,1564
255,Tapestry,1,8,MainIcon,100668160,1300
257,Workbench,1,8,MainIcon,100668111,12CF
258,Apple,18,8,MainIcon,100667465,1049
259,Bread,18,8,MainIcon,100667455,103F
260,Cabbage,18,8,MainIcon,100667456,1040
261,Cheese,18,8,MainIcon,100667458,1042
262,Chicken,18,8,MainIcon,100667459,1043
263,Fish,18,8,MainIcon,100667461,1045
264,Grapes,18,8,MainIcon,100667462,1046
265,Meat,18,8,MainIcon,100667464,1048
266,Auroch Horn,1,8,MainIcon,100668178,1312
267,Bedroll,1,8,MainIcon,100672423,23A7
268,Bench,1,8,MainIcon,100668111,12CF
269,Button,26,8,MainIcon,100667474,1052
270,Candle,1,8,MainIcon,100667478,1056
271,Candlestick,1,8,MainIcon,100668158,12FE
272,Chair,1,8,MainIcon,100671770,211A
273,Pyreal,9,8,MainIcon,100672159,229F
274,Couch,1,8,MainIcon,100671771,211B
275,Cresset,1,8,MainIcon,100668126,12DE
276,Desk,1,8,MainIcon,100671773,211D
277,Dinner Table,1,8,MainIcon,100667505,1071
278,Door,19,8,MainIcon,100668183,1317
280,Gem,1,8,MainIcon,100667482,105A
281,Handbell,1,8,MainIcon,100668120,12D8
283,Lamp,1,8,MainIcon,100668159,12FF
284,Lantern,1,8,MainIcon,100667487,105F
285,Lever,26,8,MainIcon,100667624,10E8
286,Lever,26,8,MainIcon,100667624,10E8
287,Pedestal,1,8,MainIcon,100668129,12E1
290,Sho Lantern,1,8,MainIcon,100668128,12E0
291,Key,22,8,MainIcon,100667486,105E
292,Throne,1,8,MainIcon,100668131,12E3
293,Torch,6,8,MainIcon,100667506,1072
294,Amulet,1,8,MainIcon,100668602,14BA
295,Bracelet,1,8,MainIcon,100668622,14CE
296,Crown,2,8,MainIcon,100669182,16FE
297,Ring,1,8,MainIcon,100668662,14F6
298,Pressure Plate,24,8,MainIcon,100668114,12D2
299,Tripwire,24,8,MainIcon,100667507,1073
300,Arrow,5,8,MainIcon,100667622,10E6
301,Battle Axe,6,8,MainIcon,100668985,1639
303,Hand Axe,6,8,MainIcon,100670216,1B08
304,Throwing Axe,4,8,MainIcon,100667581,10BD
305,Quarrel,5,8,MainIcon,100667584,10C0
306,Longbow,3,8,MainIcon,100668815,158F
307,Shortbow,3,8,MainIcon,100668825,1599
308,Budiaq,6,8,MainIcon,100669005,164D
309,Club,6,8,MainIcon,100668855,15B7
310,Throwing Club,4,8,MainIcon,100669762,1942
311,Heavy Crossbow,3,8,MainIcon,100668835,15A3
312,Light Crossbow,3,8,MainIcon,100668845,15AD
313,Dabus,6,8,MainIcon,100668865,15C1
314,Dagger,6,8,MainIcon,100668875,15CB
315,Throwing Dagger,4,8,MainIcon,100667590,10C6
316,Throwing Dart,4,8,MainIcon,100667591,10C7
317,Djarid,4,8,MainIcon,100667593,10C9
319,Jambiya,6,8,MainIcon,100668885,15D5
320,Javelin,4,8,MainIcon,100667593,10C9
321,Jitte,6,8,MainIcon,100668895,15DF
322,Jo,6,8,MainIcon,100669105,16B1
324,Kaskara,6,8,MainIcon,100669025,1661
325,Kasrullah,6,8,MainIcon,100668905,15E9
326,Katar,6,8,MainIcon,100668925,15FD
327,Ken,6,8,MainIcon,100669015,1657
328,Khanjar,6,8,MainIcon,100668935,1607
329,Knife,6,8,MainIcon,100667598,10CE
331,Mace,6,8,MainIcon,100668955,161B
332,Morning Star,6,8,MainIcon,100668965,1625
333,Nabut,6,8,MainIcon,100669105,16B1
334,Nayin,3,8,MainIcon,100668815,158F
336,Ono,6,8,MainIcon,100668985,1639
338,Quarter Staff,6,8,MainIcon,100669105,16B1
339,Scimitar,6,8,MainIcon,100668975,162F
340,Shamshir,6,8,MainIcon,100668975,162F
341,Shouyumi,3,8,MainIcon,100668825,1599
342,Shou-ono,6,8,MainIcon,100670216,1B08
343,Shouken,4,8,MainIcon,100667605,10D5
344,Silifi,6,8,MainIcon,100668985,1639
345,Simi,6,8,MainIcon,100668995,1643
348,Spear,6,8,MainIcon,100669005,164D
350,Broad Sword,6,8,MainIcon,100669015,1657
351,Long Sword,6,8,MainIcon,100669025,1661
352,Short Sword,6,8,MainIcon,100669035,166B
353,Tachi,6,8,MainIcon,100668915,15F3
354,Takuba,6,8,MainIcon,100669045,1675
356,Tofun,6,8,MainIcon,100668955,161B
357,Tungi,6,8,MainIcon,100669055,167F
359,War Hammer,6,8,MainIcon,100669065,1689
360,Yag,3,8,MainIcon,100668825,1599
361,Yaoji,6,8,MainIcon,100669075,1693
362,Yari,6,8,MainIcon,100669085,169D
363,Yumi,3,8,MainIcon,100668815,158F
364,Book,8,8,MainIcon,100668117,12D5
365,Parchment,8,8,MainIcon,100668176,1310
366,Scroll,8,8,MainIcon,100668176,1310
367,Tome,8,8,MainIcon,100667470,104E
368,Zabool Tower Base,7,8,MainIcon,100667499,106B
369,Top of Mt. Zabool,7,8,MainIcon,100667499,106B
370,Top of Zabool Tower,7,8,MainIcon,100667499,106B
371,Alfreth Dungeon,7,8,MainIcon,100667499,106B
372,Surface,7,8,MainIcon,100667499,106B
373,Bellig Tower Base,7,8,MainIcon,100667499,106B
374,Surface,7,8,MainIcon,100667499,106B
375,Bellig Tower,7,8,MainIcon,100667499,106B
376,Bellig Top,7,8,MainIcon,100667499,106B
377,Potion of Healing,18,8,MainIcon,100676310,32D6
378,Stamina Potion,18,8,MainIcon,100676315,32DB
379,Mana Potion,18,8,MainIcon,100676322,32E2
381,Drudge Generator,1,8,MainIcon,100667494,1066
382,Banderling Generator,1,8,MainIcon,100667494,1066
383,Mosswart Generator,1,8,MainIcon,100667494,1066
384,Olthoi Generator,1,8,MainIcon,100667494,1066
385,Cow Generator,1,8,MainIcon,100667494,1066
386,Auroch Generator,1,8,MainIcon,100667494,1066
387,Lugian Generator,1,8,MainIcon,100667494,1066
388,Tumerok Generator,1,8,MainIcon,100667494,1066
389,Mite Generator,1,8,MainIcon,100667494,1066
390,Tusker Generator,1,8,MainIcon,100667494,1066
391,Phyntos Wasp Generator,1,8,MainIcon,100667494,1066
392,Rat Generator,1,8,MainIcon,100667494,1066
393,Rock Golem Generator,1,8,MainIcon,100667494,1066
394,Undead Generator,1,8,MainIcon,100667494,1066
395,Gromnie Generator,1,8,MainIcon,100667494,1066
396,Reedshark Generator,1,8,MainIcon,100667494,1066
397,Armoredillo Generator,1,8,MainIcon,100667494,1066
399,Virindi Generator,1,8,MainIcon,100667494,1066
400,Carsith the Weaponsmith,12,8,MainIcon,100667446,1036
401,Balariq the Smith,12,8,MainIcon,100667446,1036
402,Ginkyo the Blacksmith,12,8,MainIcon,100667446,1036
403,Harald the Fletcher,12,8,MainIcon,100667446,1036
404,Suriya the Grocer,12,8,MainIcon,100667446,1036
405,Elthina the Shady,12,8,MainIcon,100667446,1036
409,Bob the Wandering Bowyer,12,8,MainIcon,100667446,1036
410,Kan-ten the Shopkeeper,12,8,MainIcon,100667446,1036
411,Fisana the Jeweler,12,8,MainIcon,100667446,1036
412,Door,19,8,MainIcon,100668183,1317
413,Chainmail Bracers,2,8,MainIcon,100668139,12EB
414,Chainmail Breastplate,2,8,MainIcon,100670263,1B37
415,Chainmail Girth,2,8,MainIcon,100668142,12EE
416,Chainmail Pauldrons,2,8,MainIcon,100668170,130A
417,Item Aluvian Generator,1,8,MainIcon,100667494,1066
418,Item Cheese Generator,1,8,MainIcon,100667494,1066
419,Item Clothing Generator,1,8,MainIcon,100667494,1066
420,Item Food Generator,1,8,MainIcon,100667494,1066
421,Item Gharundim Generator,1,8,MainIcon,100667494,1066
422,Item Shield Generator,1,8,MainIcon,100667494,1066
423,Item Treasure Generator,1,8,MainIcon,100667494,1066
425,Item Sho Generator,1,8,MainIcon,100667494,1066
426,Syliph Tower,7,8,MainIcon,100667499,106B
427,To Top of Mt. Syliph,7,8,MainIcon,100667499,106B
428,Sylsfear Dungeon Portal,7,8,MainIcon,100667499,106B
429,Surface,7,8,MainIcon,100667499,106B
430,Exit,7,8,MainIcon,100667499,106B
431,Mount Alphus,7,8,MainIcon,100667499,106B
432,South Zabool,7,8,MainIcon,100667499,106B
433,Base of Mt. Alphus,7,8,MainIcon,100667499,106B
434,Mt. Alphus Valley,7,8,MainIcon,100667499,106B
435,North Gemm,7,8,MainIcon,100667499,106B
436,South Bellig,7,8,MainIcon,100667499,106B
437,North Dalt,7,8,MainIcon,100667499,106B
438,South Gemm,7,8,MainIcon,100667499,106B
439,North Syliph,7,8,MainIcon,100667499,106B
440,South Dalt,7,8,MainIcon,100667499,106B
441,Base of Mt. Syliph,7,8,MainIcon,100667499,106B
442,Mt. Syliph Plain,7,8,MainIcon,100667499,106B
443,Westward Portal,7,8,MainIcon,100667499,106B
457,Signpost,8,8,MainIcon,100668115,12D3
458,Leather Cowl,2,8,MainIcon,100667323,0FBB
459,Arwic: 1 mile,1,8,MainIcon,100668115,12D3
460,Arwic: 2 miles,1,8,MainIcon,100668115,12D3
461,Arwic: 3 miles,1,8,MainIcon,100668115,12D3
462,Arwic 1/2 mile Sign,1,8,MainIcon,100668115,12D3
463,Arwic,1,8,MainIcon,100668115,12D3
464,Cragstone: 1 mile,1,8,MainIcon,100668115,12D3
465,Cragstone: 2 miles,1,8,MainIcon,100668115,12D3
466,Cragstone: 3 miles,1,8,MainIcon,100668115,12D3
467,Cragstone: 4 miles,1,8,MainIcon,100668115,12D3
468,Welcome to Cragstone Sign,1,8,MainIcon,100668115,12D3
469,Crossroads Sign,1,8,MainIcon,100668115,12D3
470,Crossroads Sign,1,8,MainIcon,100668115,12D3
471,Eastham: 1 mile,1,8,MainIcon,100668115,12D3
472,Eastham: 2 miles,1,8,MainIcon,100668115,12D3
473,Eastham: 3 miles ,1,8,MainIcon,100668115,12D3
474,Eastham: 1/2 mile,1,8,MainIcon,100668115,12D3
475,Eastham,1,8,MainIcon,100668115,12D3
476,Faded Sign,8,8,MainIcon,100668115,12D3
477,Rithwic:1 mile,1,8,MainIcon,100668115,12D3
478,Rithwic: 2 miles,1,8,MainIcon,100668115,12D3
479,Rithwic: 3 miles ,1,8,MainIcon,100668115,12D3
480,Rithwic: 4 miles,1,8,MainIcon,100668115,12D3
481,Rithwic: 1/2 mile,1,8,MainIcon,100668115,12D3
482,Rithwic,1,8,MainIcon,100668115,12D3
483,To Underground City ,1,8,MainIcon,100668115,12D3
484,To Underground City ,1,8,MainIcon,100668115,12D3
485,To Underground City ,1,8,MainIcon,100668115,12D3
486,To Underground City,1,8,MainIcon,100668115,12D3
487,Arwic Bulletin Board,8,8,MainIcon,100668115,12D3
488,Cragstone Bulletin Board,8,8,MainIcon,100668115,12D3
489,Eastham Bulletin Board,8,8,MainIcon,100668115,12D3
490,Rithwic Bulletin Board,8,8,MainIcon,100668115,12D3
491,Talisman Dungeon Sign,8,8,MainIcon,100668115,12D3
492,Directions to Bandit Castle,8,8,MainIcon,100668176,1310
493,Arwic Lifestone,1,8,MainIcon,100668115,12D3
494,Arwic Livestock Pen,1,8,MainIcon,100668115,12D3
495,Twin Aurock Tavern,1,8,MainIcon,100668115,12D3
496,Miranda's Miscellaneous,1,8,MainIcon,100668115,12D3
497,Laquishah's Writing Materials,1,8,MainIcon,100668115,12D3
498,Davis the Tailor,1,8,MainIcon,100668115,12D3
499,The True Shot,1,8,MainIcon,100668115,12D3
500,Carsith's Forge,1,8,MainIcon,100668115,12D3
501,Ginkyo the Blacksmith,1,8,MainIcon,100668115,12D3
502,Rodega's Provender,1,8,MainIcon,100668115,12D3
504,Tutorial (Double-click me),8,8,MainIcon,100668115,12D3
505,Tutorial (Part 2),8,8,MainIcon,100668115,12D3
506,Tutorial (Part 3),8,8,MainIcon,100668115,12D3
507,Tutorial (Part 4),8,8,MainIcon,100668115,12D3
508,Tutorial (Part 5),8,8,MainIcon,100668115,12D3
509,Life Stone,25,8,MainIcon,100668245,1355
510,Flimsy Lockpick,23,8,MainIcon,100670825,1D69
511,Crude Lockpick,23,8,MainIcon,100670823,1D67
512,Good Lockpick,23,8,MainIcon,100670826,1D6A
513,Plain Lockpick,23,8,MainIcon,100670828,1D6C
514,Excellent Lockpick,23,8,MainIcon,100670824,1D68
515,Superb Lockpick,23,8,MainIcon,100670830,1D6E
516,Peerless Lockpick,23,8,MainIcon,100670827,1D6B
517,Starter Hand Axe,6,8,MainIcon,100667581,10BD
518,Starter Shortbow,3,8,MainIcon,100667583,10BF
519,Starter Budiaq,6,8,MainIcon,100667609,10D9
520,Starter Club,6,8,MainIcon,100667587,10C3
521,Starter Crossbow,3,8,MainIcon,100668162,1302
522,Starter Dart,4,8,MainIcon,100667591,10C7
523,Starter Jambiya,6,8,MainIcon,100667592,10C8
524,Starter Jitte,6,8,MainIcon,100667594,10CA
525,Starter Jo,6,8,MainIcon,100667602,10D2
526,Starter Kasrullah,6,8,MainIcon,100667595,10CB
527,Starter Knife,6,8,MainIcon,100667598,10CE
528,Starter Nabut,6,8,MainIcon,100667602,10D2
529,Starter Quarterstaff,6,8,MainIcon,100667602,10D2
530,Starter Shou-ono,6,8,MainIcon,100667581,10BD
531,Starter Shouyumi,3,8,MainIcon,100667583,10BF
532,Starter Shouken,4,8,MainIcon,100667605,10D5
533,Starter Simi,6,8,MainIcon,100668164,1304
534,Starter Spear,6,8,MainIcon,100667609,10D9
535,Starter Shortsword,6,8,MainIcon,100667614,10DE
536,Starter Tungi,6,8,MainIcon,100667618,10E2
537,Starter Yag,3,8,MainIcon,100667583,10BF
538,Starter Yaoji,6,8,MainIcon,100667621,10E5
539,Starter Yari,6,8,MainIcon,100667579,10BB
540,Lugian Axe,6,8,MainIcon,100667580,10BC
541,Lugian Club,6,8,MainIcon,100667587,10C3
542,Lugian Hammer,6,8,MainIcon,100667619,10E3
543,Lugian Mace,6,8,MainIcon,100667588,10C4
544,Lugian Morning Star,6,8,MainIcon,100667600,10D0
545,Reliable Lockpick,23,8,MainIcon,100670829,1D6D
546,Egg,18,8,MainIcon,100667460,1044
547,Brimstone-cap Mushroom,18,8,MainIcon,100668116,12D4
548,Bowl of Rice,18,8,MainIcon,100667413,1015
549,Bowl of Stew,18,8,MainIcon,100667413,1015
550,Baigha,2,8,MainIcon,100668240,1350
551,Leather Basinet,2,8,MainIcon,100668241,1351
552,Scalemail Basinet,2,8,MainIcon,100668242,1352
553,Mushroom Circle Generator,1,8,MainIcon,100667494,1066
554,Studded Leather Basinet,2,8,MainIcon,100668243,1353
555,Door,19,8,MainIcon,100668183,1317
556,Door,19,8,MainIcon,100668183,1317
557,Door,19,8,MainIcon,100668183,1317
558,Door,19,8,MainIcon,100668183,1317
559,Door,19,8,MainIcon,100668183,1317
560,Door,19,8,MainIcon,100668183,1317
561,Door,19,8,MainIcon,100668183,1317
562,Door,19,8,MainIcon,100668183,1317
563,Door,19,8,MainIcon,100668183,1317
564,Door,19,8,MainIcon,100668183,1317
565,Door,19,8,MainIcon,100668183,1317
566,Door,19,8,MainIcon,100668183,1317
567,Door,19,8,MainIcon,100668183,1317
568,Door,19,8,MainIcon,100668434,1412
569,Door,19,8,MainIcon,100668434,1412
570,Door,19,8,MainIcon,100668434,1412
